LeadProt
Q14643
Q14571
Q9P266
O60271
P13645
Q04695
Q14532
P35908
P04264
P41219
Q3SY84
P05787
O60229
Q9UQM7
Q13557
Q12809
P12277
P06732
P12532
P52732
O00139
P98171
Q9NVR0
Q9NR64
Q4FZB7
Q1ED39
P05129
Q14558
P14618
P30613
A6NCN2
P78386
O43790
O76013
Q9HA64
P32004
P11047
Q6PKG0
P00338
P07864
P07195
O75145
P42704
Q8N7B6
Q8TF66
Q6P9F7
Q07954
Q5S007
Q02978
Q9UPN3
Q9BW11
P20916
Q969L2
P78559
P46821
Q15555
O95460
P02686
Q96EZ8
Q9Y6D9
P40925
P51608
Q96G25
Q5VYS4
Q06413
Q86YR7
O14880
Q16891
Q14165
Q15773
Q13875
P26038
Q16653
Q2KHM9
Q00325
Q86WG5
Q765P7
Q5JR59
Q96S97
O75592
P35580
Q7Z406
P11055
P13535
P35579
Q9Y4I1
P60201
O60237
Q6P582
Q9UPR5
Q15274
P13591
O15394
O00533
Q9Y2A7
Q15788
O60361
Q92597
P28331
O75489
P20929
Q7Z3B1
O94856
P12036
P07196
P07197
Q96IV0
Q9NZG7
Q7RTP0
Q8N2Q7
Q12879
Q13423
Q15155
Q9Y639
O00482
Q92823
Q9ULB1
Q9Y4C0
O96028
P46459
P03886
P03905
Q14980
Q5VST9
P11182
Q02218
P29803
P11177
P23515
Q6IF00
Q7RTM1
Q99572
Q8IVL6
Q9H3D4
P0CB38
Q9Y2J8
Q9BZ23
Q9NVE7
Q15365
P57721
P05166
Q08174
Q9Y6V0
P30101
Q9NTI5
P17858
Q01813
Q8N0Y7
P15259
Q8N414
P98160
Q96GW7
P36871
Q6PCE3
A6NDG6
Q99570
P42356
P22061
Q0ZLH3
P98161
Q9HAU0
Q6ZWE6
Q9NUQ2
P19174
Q15149
Q9Y342
Q9UIW2
O75051
Q9HCM2
O43157
Q9NPJ4
Q9HBU9
P48454
A8MPX8
P48147
P62937
Q9Y570
P53041
P50897
O75915
Q9Y520
Q9H4Q3
Q13162
P32119
Q06830
P78527
Q6P2Q9
Q2VWP7
P55786
O43242
P51665
Q9UKA9
P29350
P23471
P11498
P11216
P06737
P22695
Q6MZT1
Q9NP72
P61020
P51148
Q96AH8
Q9H5N1
Q92752
Q96JH8
P35241
Q9Y3L5
Q8IZ41
O95294
P62491
Q7Z6E9
Q9H2M9
Q9H2T7
Q15311
Q9UBF6
Q14206
Q00765
Q86YS3
P48378
Q13972
Q5T5U3
Q9C0H5
O95153
Q13546
P26373
Q32P51
O75116
Q13905
P04844
O00411
Q9Y2Q9
Q8NET4
Q16799
Q9NQC3
P21817
Q92736
Q15413
P23297
Q9H2X9
Q86VD7
Q9Y6M7
Q9NTJ5
Q9Y512
P30531
P35498
Q9Y5Y9
Q9NY46
Q15858
P31040
Q68CR1
Q96EE3
O95025
Q9NPR2
Q15019
O43236
Q16181
Q9H7N4
Q9BWM7
Q9BQI5
Q562F6
Q99962
Q9BYB0
Q9NR46
P78324
Q8IXJ6
Q5TFQ8
Q96PX8
Q14683
P61278
A8MU46
Q2TAY7
P54920
Q7KZF4
P60880
Q16533
O15079
Q96L92
Q92673
P35711
Q9UIV8
Q9C093
O75934
Q96PI1
Q8TB22
Q13813
O15020
Q9H254
Q6ZRS2
Q9C0H9
B3KS81
Q9BXP5
Q08170
P51649
Q86UX6
P61266
P61764
Q15833
O00186
Q9P2R7
Q9HAC7
O15260
Q9NX95
Q8N0S2
P07814
Q96PV0
P17600
Q92777
Q8NF91
Q8N205
O15056
P49591
Q16143
P26640
Q8IZX4
Q9C0D5
Q9HCD6
P68363
P68366
Q9BQE3
Q9NY65
Q6PEY2
A6NHL2
Q9H4B7
Q13885
Q9BUF5
Q13509
P04350
Q3ZCM7
P68371
P07437
Q99426
Q8IUC6
O75764
P78371
P48643
P49368
Q99832
Q96QE5
Q9UKZ4
Q9P273
P24821
P55072
Q12789
Q9BWD1
P42765
P04216
Q8IVF5
Q13263
Q6NT04
Q8WZ42
P29401
Q9UKI8
Q9Y4G6
O60603
Q8WUH6
Q9NZR1
Q9Y320
Q9H0E2
O94826
P60174
P09493
P06753
P29144
O94811
P12270
P56180
Q96PN7
P02787
Q9C040
Q9C030
P07477
P35030
P49815
Q8NFU3
Q96AY4
O75643
P22314
P62979
O75604
P45974
Q9BZV1
P09936
P47985
Q13564
Q9UPW8
Q93008
Q969X6
P23763
Q9P0L0
P38606
P21281
P21283
P27449
Q00341
P08670
P18206
Q8NFZ6
Q96AX1
Q7Z3J2
Q93050
Q9P1Q0
P04275
Q2M389
Q8NI36
Q3MJ13
Q9Y4E6
A6NE52
O76024
A6NIX2
P55060
Q96QU8
O95619
A6XGL0
Q9H6S0
Q9NUA8
Q5T1R4
Q9C0A1
Q15326
Q96HQ0
Q8TF39
Q969S3
O15015
Q07157
O95229
Q9C0D3
Q9UNS2
P16104
P05783
O00151
P30153
P31937
Q9H0P0
Q7Z5R6
Q86UK0
P33897
P61221
Q9UKU7
P11310
P21399
O95573
Q03154
O14672
O00116
Q9UEY8
Q9H0C2
Q53H12
Q2TAA5
Q01433
Q92625
P50995
P12429
P09525
P20073
Q10567
O00203
O14617
P27695
Q8WW43
O15143
P18085
Q92974
Q9NVJ2
P04424
P61158
Q9ULH1
O43150
P20933
Q9P241
P98196
Q93084
Q9Y2Q0
Q9NT62
Q6DD88
O75947
Q9UBB4
Q9NXR7
Q8NDB2
Q9NYF8
P16278
Q8TD16
P30043
P59826
O95861
Q06187
P07384
P04040
P53634
Q9UBR2
O95810
Q8NCU4
Q9NV96
Q96MW1
Q9Y5K6
Q15078
P14209
Q9UJX2
O14735
Q00526
Q8N960
Q9C0F1
P08603
Q9BPX7
Q7LBR1
Q9Y3E7
Q15642
Q96M02
Q14008
Q7Z460
P51798
O00299
Q96NY7
Q86VU5
Q99439
Q9Y2B0
Q7Z7A1
Q13057
O43405
Q9Y6Z7
P21964
P53621
P35606
P53618
P48444
O14579
Q9Y678
O75208
P31146
Q9BR76
Q9ULV4
Q8IZC6
Q14019
Q9BRF8
O75462
Q8IUI8
O94886
P67870
O94985
Q8IWA5
P14854
P19876
P02775
Q99418
P04080
O60759
Q9Y4D1
P53355
Q9UN19
Q9UJU6
O94830
P26196
Q9BUN8
P60981
O60231
Q7Z478
Q7L2E3
O60879
Q8NDZ4
Q9NVH1
P09622
P11532
P25685
Q96HP0
Q8NF50
Q86YN1
Q30154
Q6IAN0
P51452
Q8IVF4
Q0VDD8
Q8NCM8
P63167
P42892
P55084
P12724
O75071
Q9H4M9
O15371
P60228
O15372
Q9UBQ5
Q8N766
Q9Y6C2
P14625
Q9NZ08
Q15303
Q9BS26
Q86US8
Q9BSJ8
A0FGR8
Q6IPR1
O95571
Q9Y2D4
Q9NV70
Q96KP1
O60645
Q8TAG9
Q9UPT5
Q9NRY5
P00488
P05160
Q658Y4
Q8NHY3
P12259
Q05397
Q14289
Q12805
P02675
P02751
Q13045
O75369
Q14254
Q9H479
P49354
Q5VW36
Q8N475
Q9UF56
O15117
Q13283
P11413
Q99501
Q9HDB9
A0A0B4J2D5
Q10471
Q86SF2
P41250
Q9UGJ1
Q02108
Q02153
Q9Y2X7
Q8WWB7
P14314
P29992
Q14344
P19086
P07359
P13224
Q8N335
B7ZAQ6
P14770
Q9Y5Y3
P40197
P28676
P62993
Q7LDG7
P0CG29
P09211
Q7Z4H3
P42858
Q9Y5Z4
P13716
P02790
P05546
Q93099
Q9NQE9
Q2TB90
P10321
P35914
Q86VS8
Q92598
P48723
A0A0B4J1X5
P32019
P14735
P51553
P48735
P05198
Q9NZI8
P41091
P55010
P56537
O14920
O00629
Q14974
Q27J81
O95373
Q86VS3
Q13576
Q9Y6F6
Q9Y4H2
P08514
P23229
P05107
P05106
Q9UKP3
Q9NZM3
O60674
Q9Y624
Q9BX67
P54819
P10644
P31323
Q14721
Q6UVM3
P33176
Q9NSK0
Q9BZL6
P43405
A0A075B6R9
P83111
Q14739
O00214
Q6ZUX7
Q12907
P02545
P18054
P50851
P62310
P48449
Q14766
P07948
Q8WZA0
Q8NHW3
P23368
P48163
Q15691
O15021
P40926
P55082
Q6N075
P08493
Q8TDZ2
Q9BPX6
Q8IYU8
Q8IY33
Q9NXC5
O14950
P24844
Q13201
Q96T76
Q96BX8
Q10713
P20645
P33527
Q9HD23
P47224
Q13126
Q96S19
Q13505
Q92614
P35749
P12829
P60660
O00159
O94832
O14974
A2RRP1
Q6ZNJ1
Q969V3
Q9UI09
O43181
Q0ZGT2
Q9BZQ8
P14543
Q14112
Q8N4C6
Q86UT6
Q13287
P16083
Q9UNZ2
Q9NX40
P36957
O60890
Q9H4L5
Q9BZF3
P39656
P51575
Q8WUJ3
P54886
P68402
Q9H361
Q504Q3
Q99497
Q9HBI1
P05165
Q9Y5H9
Q15645
Q92824
Q8NBM8
Q9BUL8
Q8WUM4
Q6L8Q7
Q14432
Q9NRA1
Q9GZP0
Q8NCN5
P16284
Q9UBV8
O60683
P61758
Q9NQP4
P23219
P00558
A2A3N6
Q9UG56
Q9GZP4
Q86WI1
Q00722
P08567
P13796
P13797
O15031
P00491
Q9BYX7
P62136
P36873
Q9UNP9
Q9Y3C6
Q9H939
P35813
P30041
Q9HCU5
P07737
P62333
P25786
O14818
P20618
P49721
Q99460
Q15008
Q13308
Q06124
P18031
P08575
P22234
P31939
P27708
Q53FA7
O00391
P61026
P61106
Q9UL25
Q13636
Q13637
P51149
P61006
Q92930
P15153
P20936
Q14644
P01112
Q15907
Q15042
P54727
Q8TC12
Q9BYZ8
Q9BZI7
Q15382
Q07960
P42331
P17081
P13489
Q02543
Q9NX20
Q63HN8
P19474
Q13464
P62834
P04843
P10301
Q15404
Q9BYN8
Q5HYW3
Q96T51
Q6P1M0
Q6ZQQ2
Q8TB61
L0R6Q1
Q9UBE0
Q9NR31
O75396
Q15437
O95486
O94979
Q6P3W7
P21912
P55735
P57772
Q9H9B4
Q9Y2Z0
Q92835
O15357
P63208
P0C7P3
Q9UMY4
O95219
Q9Y5X3
Q15005
P61009
Q5TCZ1
Q15772
Q8TCT7
P09486
P52788
P11277
Q96JI7
P08240
Q9GZT4
Q9NRC1
P52630
Q13188
P27105
Q8TCJ2
Q86Y82
Q12846
Q9UNK0
Q8IYB8
Q9NSD9
P57105
O43776
P47897
P54136
Q9NP81
P26639
Q96C24
P54577
Q9Y3Q8
P21731
P37802
Q9H2K8
Q3MII6
Q15814
P17987
P54274
P24752
O43615
Q9Y490
O75674
Q6UXY8
Q9Y3A6
Q8WWA1
Q92973
Q15785
Q15643
Q8NG11
O95858
O75954
P07996
P26368
Q16222
P68036
O14933
Q13404
Q15819
Q8TBC4
A0AVT1
Q5JXB2
Q05086
Q96K76
Q9Y4E8
P40818
Q8IWV8
Q5T4S7
Q8TF42
Q9Y3C8
Q9NYU2
Q9H3U1
Q86UX7
O60763
Q9P2Y5
P51809
Q9BV40
P50552
P45880
O43314
Q709C8
Q9H267
Q96QK1
P49754
Q9NRW7
Q9UN37
O75351
Q5VIR6
Q12768
P42768
O75717
O75083
Q5JSH3
P41221
P17861
Q9UIA9
P67809
Q9Y2T7
O15498
Q49AG3
P52738
O43264
Q15942
P31947
P30154
Q13541
Q7L1Q6
Q96P26
Q15758
Q9UKV3
O60503
O95994
Q8IZP9
Q01432
P39687
P04083
P07355
P08758
Q9BZZ5
P02647
P05089
Q9ULZ3
Q9BXN1
P48047
O95450
Q13705
Q9NY43
Q9UBW5
Q9NUP1
Q8IZS8
P00915
P07451
P27482
P27797
P40121
Q9ULU8
P31415
P07858
Q6NZI2
Q6ZN84
P30260
Q96N23
Q12873
P10909
Q9BPX3
O75175
P02461
P20908
P05997
P25940
P12110
Q03692
P13942
Q99715
Q14993
Q9Y215
Q8NFW1
Q8N1L4
O75131
Q6UUV7
P02489
P35221
O60716
P04839
Q6ZN68
Q8N136
Q58WW2
Q05329
O95865
Q9NR30
P17844
Q6IQ26
P15924
Q9Y3R0
Q96FN9
Q9UNI6
Q9P225
Q8TE73
Q8WWZ3
Q5VTE0
P24534
P29692
P13639
Q96RP9
Q7L2H7
Q96BJ8
Q9UBC2
P23141
Q8NFI4
Q6NSI3
Q8TBF8
Q96CS3
Q5TGI0
P35555
Q13451
P0C091
Q9BTY2
Q92804
Q9UKT6
Q9BQS8
O14556
Q14697
Q5JY77
O14764
Q86UU5
P34897
Q13002
Q16777
Q6DN03
Q5TEC6
P62805
P02100
P69891
P51610
O95714
O14979
P31943
P52597
P07910
Q14103
P52272
O95757
P04792
Q7Z6Z7
P34913
P20042
P60842
Q12906
Q96G21
Q9H2U2
A8MXQ7
Q9P055
Q96AA8
P0C870
Q2M2I5
P02533
P08727
P35527
Q01546
P12035
P13647
O95678
Q5XKE5
P08729
Q63ZY3
Q9H3S7
Q96Q89
O14686
Q76NI1
Q92764
O76015
Q9NSB2
Q14847
O75387
P09382
P47929
P20700
Q8IV50
O00187
P43243
Q08AI8
Q5XKP0
Q7RTP6
P14174
P20774
Q8IVT2
Q96A32
Q9BRL6
Q7Z5P9
Q9UKX3
P12882
Q9UKX2
Q9Y623
P13533
A7E2Y1
P05976
P08590
Q9UBF9
Q9NP98
Q00872
O96009
P49321
Q6ZS30
P22392
P51970
P17677
P46531
P55209
P06748
Q9H1E3
Q8NH19
Q5BJF6
Q96G74
Q96G91
P13674
Q9UQ80
P11940
Q13310
P07237
P13667
Q15084
P30086
P18669
P21810
P20941
Q9H7P9
Q13018
O15305
P62140
Q4J6C6
P45984
P30044
Q9UMS4
P62191
P17980
P25788
P60900
Q8N3U4
Q9UL46
P61289
P26599
O95758
P06454
P10586
Q96A99
A0A2R8Y4L2
P22626
P57729
Q92698
P62826
P49756
Q14498
Q15293
Q96D15
Q9HBH5
Q9Y3P4
Q9NRY4
Q8IUC4
P30050
P18621
Q07020
O76021
P46776
P46779
P83881
P63173
P62917
P32969
P05387
Q13151
P51991
P25398
P62841
P08708
P63220
P15880
P46782
P08865
P08621
P60903
P31949
P60468
O43175
P50454
Q12874
P23246
Q6PDA7
O15198
Q9BX66
Q8IYB3
Q16629
Q9H169
Q9Y3F4
P53597
Q3SY00
O60343
Q9Y242
P50991
P50990
Q9Y2W6
O75443
Q86V81
Q01085
Q9NQ88
Q6ZRR5
Q8N8V8
P02585
P55327
Q8TD43
Q8NDW8
Q9NYC9
Q14166
O95881
O43396
Q3KQV9
Q14157
Q70CQ4
Q86T82
Q04323
Q16851
A6NGE7
P21796
A3KMH1
Q641Q2
O14980
P13010
P12956
Q8WU90
P31629
O95789
Q96JF6
Q6IQ21
P52209
O60488
Q6IQ32
Q4KMQ2
P25098
Q92747
Q14155
O15144
O15145
P18440
Q9C0J1
A6NE02
Q9Y376
Q9Y2D0
Q5BJE1
P13569
Q9BV73
O75534
Q9NUU7
O75190
Q5JSL3
Q92630
O75521
Q16610
Q8N3D4
Q14152
Q96AE4
Q14C86
P04899
P07203
Q4V328
Q92896
P78417
Q9UBK5
Q9Y251
A0A0C4DH32
Q8TCB0
O15397
P28290
Q13751
Q8IWT6
Q9Y608
Q5SQ64
Q99698
Q9BV79
Q9Y6C9
Q6IA69
P49821
O94818
P61970
P19338
Q9UHK0
Q9NXG6
A6NGG8
P29122
P05164
P48426
P00747
Q6XQN6
Q86T03
Q9NRG1
P28062
P60484
P29074
Q12913
Q96QR8
Q9UL26
P20339
Q9NRW1
O00194
Q93062
Q53QZ3
Q9NPQ8
Q9H0U6
Q9Y566
Q9ULL8
Q8ND04
Q99747
O00338
P42224
Q13033
O15400
Q9UQF0
Q9C0C2
Q66K14
P40227
O43294
P24557
Q6UXZ0
Q70J99
Q99536
Q9BZH6
Q9NU63
P61163
P01008
Q8IW93
Q8N7S6
Q9H1Z8
Q15582
P17213
P08311
P32320
Q9HCU4
Q96MT7
Q8IYW2
O15335
Q70JA7
Q02388
Q17RW2
Q2UY09
P12107
Q05707
Q9UMD9
Q86Y22
P98187
P59665
P00533
P00742
P02765
Q96C11
P85037
Q12841
A8MPY1
Q6UWU2
Q96IK5
Q7Z2K8
A0A0C4DH30
P24593
P01344
P01857
P30740
P20701
P13646
Q7Z3Y7
Q14CN4
Q15058
O76011
Q16719
Q9C0I9
O75427
P51884
P61626
P33991
Q6KC79
Q5C9Z4
Q9UM47
Q9NTK5
Q9GZM6
P00480
Q5VV17
Q15113
P36955
O75594
P07585
P12273
Q7Z5L7
Q15063
P51888
Q9H6K5
Q6PGN9
Q9HD89
Q6GYQ0
P06703
P05109
P06702
Q6AZY7
Q6Q759
Q96EB6
P48595
P29508
Q13428
Q9BXT4
P10600
P00734
Q9NV29
Q96SK2
Q68CL5
Q495M9
Q96DA0
Q14738
Q00005
Q6PD74
Q13131
Q9BTE6
P28288
Q8NE71
Q8IZP0
Q9P1F3
Q05901
P53396
Q8TDG2
O75078
P00813
P11766
P55263
Q16186
Q8N4X5
O95433
O00170
P14550
O60218
Q9UKA4
Q9Y2D5
Q5T1N1
Q60I27
P15121
Q9BV10
P28838
Q9BTT0
Q99873
O14744
Q6UB99
O75179
Q3KP44
P06727
P07741
O60306
Q9NP61
A8MVX0
Q9NR80
Q9Y4X5
Q68CP9
P40616
Q9NVT9
Q9HBZ2
Q9NZ32
P56211
Q9P1U1
O15511
Q7L266
P17405
P08243
Q8WWM7
Q9UL15
P46379
Q8WY36
P54687
P11274
P55957
Q9Y6D5
Q9Y3E2
Q9H3K6
Q14137
Q5VTR2
Q96K17
O14981
P20290
O43684
Q07021
P11586
Q8N6N3
P55285
P35219
Q14444
O15234
P42575
P42574
P52907
P45973
Q8WZA2
Q8N163
Q9H6F5
O95273
Q16204
Q8WWL7
O75794
Q00534
Q9UKY7
O94986
Q03701
Q96MT8
Q8TD26
Q8IWX8
Q9H444
P59074
Q8WUX9
Q9P2E5
Q9UHD1
Q9Y2V2
Q9Y4C5
O76071
Q3C1V1
Q96SN8
O75122
P09497
Q16740
O75153
P62633
Q5SXM2
P42695
Q9P218
Q9UBF2
Q6FI81
Q99829
Q96A23
Q8IYJ1
Q10570
Q9UKF6
P31327
Q6JBY9
Q68DQ2
P50238
P46108
Q8NEV1
Q7Z408
Q9H8E8
Q05048
Q8WYA6
P49711
P0CG13
Q6PD62
Q13617
Q6UX04
Q9HB71
Q9NUQ9
Q9Y4B6
Q5TAQ9
Q8IU60
P06132
Q16531
Q9NVP1
Q92499
Q9GZR7
Q8NHQ9
O43583
P0CG12
Q00796
Q08211
O60610
Q9BTC0
O60832
Q6E0U4
Q9UI46
P31689
O60884
Q99615
P18858
Q9BU89
Q8TEK3
P49005
Q9NY33
Q16643
P55039
Q8NBA8
P33316
O00148
Q13838
Q16254
Q9NTX5
Q6P2E9
P26641
Q7Z2Z2
P49411
P01133
Q9NR50
O60739
P41567
Q9BY44
P55884
O75821
Q13347
Q9Y262
Q9HBU6
Q15370
Q15369
O95163
Q00013
Q9UHY7
Q8IUS5
Q8IYD1
Q96HE7
P10768
P14921
Q01844
Q17RC7
P15311
Q96C01
Q8WW52
A6NE01
A8MWA6
Q52LJ0
Q8IVS2
Q01469
Q13158
P22087
P57775
Q13630
Q9C0D6
Q5T1M5
P62942
Q02790
O95466
Q96RU3
P14324
Q86XX4
Q96NE9
Q5TBA9
P35637
P51116
Q6UWH4
Q8NB37
P32455
Q8IWJ2
Q96CW5
Q9H3P7
P55107
P52566
Q06210
A6NEF3
P13284
Q9NUV9
P35754
O76003
Q86SX6
Q49A26
P60983
O60234
Q9P2T1
Q96EK6
Q5JWF2
P36915
P46926
Q9H2G9
Q9BXV9
Q9HCN4
Q9UBQ7
Q9BQ67
P46439
P21266
Q8WW33
P49915
P13807
P16402
Q92522
Q58FF8
Q58FF7
Q58FF6
Q13442
P12081
O14929
O94927
P14317
Q92769
P51858
Q7Z4V5
P22830
Q9BTY7
O14964
Q01581
P17096
P09429
P55795
Q1KMD3
Q8WVV9
O60506
O43390
Q9UJC3
Q9NZL4
A8MVJ9
P00492
Q58FG0
Q0VDF9
O43719
Q92819
Q4G0P3
Q7Z5L9
P54105
Q9BXS1
Q9HBG6
Q9Y6M1
O00425
O60841
Q14240
P38919
P23588
P78344
O43432
Q15056
Q6IS14
Q9GZV4
P78318
Q15653
O00505
P12268
Q8IU57
Q96PC2
Q8TEX9
O00410
Q15181
Q15051
P46940
P05161
Q9BY32
Q13572
P26440
Q96ST2
Q5VZ66
Q9UK76
Q9H910
Q2LD37
Q96AT1
Q96EK5
Q92806
Q9NS87
Q96NJ5
O60256
Q8N9T8
Q9UK32
Q86UP2
Q13753
Q9NS86
P42166
Q4G0J3
P05455
A8MUM7
Q96PV6
Q8WVC0
Q04760
Q9NQ69
Q9UHB6
P11150
P09960
Q03252
Q9H9Z2
Q1L5Z9
Q9BQK8
Q8N1G4
Q32MZ4
Q8ND56
Q9BX40
Q9Y333
Q9Y4Z0
Q9UK45
O94822
Q5VWZ2
Q02779
P43362
Q96QZ7
P50579
Q5VT66
Q9BQG0
O95243
Q4ZIN3
P49736
P25205
P33992
Q14566
P33993
Q9BTE3
Q9H944
Q96MC5
P31153
P61326
P39900
Q9UKD2
Q9NYP9
P25713
P13995
Q96GX9
P58546
P42285
O75648
Q8WXI7
Q9BRK3
Q8IUG5
B0I1T2
Q9UM54
Q08AG7
E9PAV3
Q9BWU0
Q96HR8
Q9H0A0
Q8NEY1
O14594
Q09161
O75376
P15531
Q9UGV2
Q8TD19
Q8WX92
Q9NX24
O14745
Q9NQR4
O15226
Q05586
Q9Y3T9
Q8WTT2
Q14978
Q15233
P46087
O00567
Q9Y314
Q99733
Q9UHY1
Q96MF7
Q63ZY6
Q08J23
Q5TFE4
Q6ZSK4
Q9BV86
P57740
O75694
Q12769
Q92621
P53384
Q96RS6
Q9Y266
Q9UKK9
Q8NFH4
Q8N1F7
P52948
Q149M9
O60502
Q9NZT2
Q96E52
P03999
Q8N148
Q8NG95
P22059
O95747
Q8IYS1
P56373
Q15102
Q4VXU2
Q9BTK6
Q9BPZ3
Q8NC51
O43252
Q8TEW8
Q86TB9
Q96E09
Q15366
Q15154
P12004
Q8WW12
O95613
Q8N4E4
Q13951
Q8IZL8
P40855
Q96EK2
Q99471
P08237
Q9P267
O00264
Q8IZ21
Q8IWS0
Q13526
Q9Y237
P48739
Q3KR16
Q16512
Q9Y263
P16885
Q4KWH8
O94903
P51805
P54278
Q8TF01
P0CG38
Q96C90
Q12972
P62714
Q9NY27
Q9UPN7
Q5H9R7
P24666
Q5VV67
P48634
Q13523
O43172
O43395
P60891
P11908
Q96S07
P43686
P35998
P62195
P25787
P25789
P28066
Q99436
O75832
O00232
Q9UNM6
O00487
Q9Y248
Q13200
P55036
O00233
P49768
Q8WXF1
Q9UHX1
Q15397
P22102
O15067
P30520
Q96PZ0
Q13610
Q92626
P17812
Q08257
Q9H974
A8MTL3
P62820
P20338
Q3YEC7
P63000
P60953
P63244
P46060
Q8IXT5
Q8NDT2
Q09028
Q16576
Q9BTD8
Q9BQ04
Q9Y5S9
P49792
P06400
Q9P258
Q9UKL0
Q9P2K3
P54725
Q13123
P27694
P15927
P35244
P40938
Q14CB8
P08134
Q9BRS2
Q86UA6
P62906
Q96L21
P27635
P40429
P61313
P35268
P62829
P61254
P61353
P62888
P62910
P39023
P36578
P46777
P62424
P18124
P05388
P05386
O60930
Q5TBB1
P09651
P52435
P36954
Q9BUI4
P78346
Q14684
Q9Y2L1
Q9Y3A4
P62280
P62263
P62269
P62266
P23396
P62701
P62753
P62081
P14678
P63162
Q7L4I2
Q9Y3I0
P09234
Q9Y265
Q9Y230
P62304
P62306
Q9C0K1
Q9Y6R1
Q96ER3
Q9UBT2
Q14151
Q9Y6B6
P82979
Q15020
Q15436
O95487
P53992
Q8WVM8
Q9NVU7
Q9NVA2
Q6ZU15
